support,pattern
15,"[0, 4, 34]"
17,"[0, 4, 33]"
19,"[0, 4, 28]"
18,"[0, 4, 25]"
20,"[0, 4, 48]"
14,"[0, 4, 26]"
15,"[0, 4, 37]"
12,"[0, 4, 60]"
16,"[0, 4, 69]"
16,"[0, 4, 0]"
12,"[0, 4, 5]"
18,"[0, 4, 6]"
16,"[0, 4, 55]"
18,"[0, 4, 54]"
12,"[0, 4, 12]"
15,"[0, 4, 20]"
14,"[0, 4, 49]"
25,"[0, 27]"
23,"[0, 27, 29]"
16,"[0, 27, 4]"
13,"[0, 27, 10]"
13,"[0, 27, 56]"
14,"[0, 27, 35]"
12,"[0, 27, 58]"
24,"[0, 27, 70]"
18,"[0, 27, 34]"
19,"[0, 27, 33]"
19,"[0, 27, 28]"
16,"[0, 27, 25]"
17,"[0, 27, 48]"
13,"[0, 27, 37]"
12,"[0, 27, 60]"
20,"[0, 27, 69]"
20,"[0, 27, 17]"
17,"[0, 27, 0]"
19,"[0, 27, 6]"
13,"[0, 27, 55]"
15,"[0, 27, 54]"
12,"[0, 27, 12]"
14,"[0, 27, 49]"
16,"[0, 27, 27]"
13,"[0, 27, 20]"
12,"[0, 27, 32]"
29,"[0, 34]"
26,"[0, 34, 33]"
29,"[0, 34, 28]"
26,"[0, 34, 25]"
27,"[0, 34, 48]"
29,"[0, 34, 70]"
17,"[0, 34, 26]"
15,"[0, 34, 50]"
21,"[0, 34, 37]"
16,"[0, 34, 60]"
21,"[0, 34, 29]"
20,"[0, 34, 69]"
21,"[0, 34, 17]"
16,"[0, 34, 0]"
14,"[0, 34, 4]"
21,"[0, 34, 6]"
14,"[0, 34, 55]"
23,"[0, 34, 54]"
13,"[0, 34, 53]"
12,"[0, 34, 12]"
12,"[0, 34, 56]"
12,"[0, 34, 58]"
20,"[0, 34, 20]"
12,"[0, 34, 35]"
17,"[0, 34, 49]"
15,"[0, 34, 27]"
18,"[0, 34, 34]"
14,"[0, 34, 32]"
29,"[0, 33]"
26,"[0, 33, 28]"
26,"[0, 33, 25]"
26,"[0, 33, 48]"
28,"[0, 33, 70]"
12,"[0, 33, 62]"
13,"[0, 33, 26]"
14,"[0, 33, 50]"
19,"[0, 33, 37]"
13,"[0, 33, 60]"
23,"[0, 33, 29]"
19,"[0, 33, 69]"
19,"[0, 33, 17]"
18,"[0, 33, 0]"
15,"[0, 33, 4]"
19,"[0, 33, 6]"
13,"[0, 33, 55]"
22,"[0, 33, 54]"
13,"[0, 33, 53]"
13,"[0, 33, 12]"
12,"[0, 33, 42]"
13,"[0, 33, 58]"
16,"[0, 33, 27]"
20,"[0, 33, 20]"
13,"[0, 33, 35]"
15,"[0, 33, 49]"
15,"[0, 33, 33]"
16,"[0, 33, 34]"
13,"[0, 33, 32]"
19,"[0, 26]"
14,"[0, 26, 50]"
16,"[0, 26, 48]"
12,"[0, 26, 25]"
14,"[0, 26, 29]"
19,"[0, 26, 70]"
14,"[0, 26, 6]"
13,"[0, 26, 54]"
12,"[0, 26, 33]"
17,"[0, 50]"
13,"[0, 50, 48]"
13,"[0, 50, 29]"
13,"[0, 50, 69]"
12,"[0, 50, 17]"
16,"[0, 50, 70]"
14,"[0, 50, 54]"
23,"[0, 37]"
18,"[0, 37, 60]"
19,"[0, 37, 48]"
15,"[0, 37, 25]"
14,"[0, 37, 28]"
17,"[0, 37, 29]"
12,"[0, 37, 69]"
15,"[0, 37, 17]"
13,"[0, 37, 0]"
12,"[0, 37, 4]"
23,"[0, 37, 70]"
16,"[0, 37, 6]"
13,"[0, 37, 55]"
16,"[0, 37, 54]"
12,"[0, 37, 26]"
12,"[0, 37, 20]"
13,"[0, 37, 49]"
12,"[0, 37, 27]"
14,"[0, 37, 33]"
13,"[0, 37, 34]"
20,"[0, 60]"
16,"[0, 60, 48]"
12,"[0, 60, 25]"
14,"[0, 60, 28]"
15,"[0, 60, 29]"
14,"[0, 60, 17]"
20,"[0, 60, 70]"
15,"[0, 60, 6]"
12,"[0, 60, 55]"
13,"[0, 60, 54]"
12,"[0, 60, 26]"
23,"[0, 0]"
16,"[0, 0, 4]"
23,"[0, 0, 70]"
21,"[0, 0, 6]"
16,"[0, 0, 55]"
20,"[0, 0, 54]"
15,"[0, 0, 69]"
14,"[0, 0, 56]"
13,"[0, 0, 58]"
14,"[0, 0, 37]"
20,"[0, 0, 48]"
17,"[0, 0, 25]"
15,"[0, 0, 0]"
18,"[0, 0, 29]"
16,"[0, 0, 33]"
16,"[0, 0, 34]"
14,"[0, 0, 17]"
13,"[0, 0, 27]"
15,"[0, 0, 10]"
12,"[0, 0, 35]"
14,"[0, 0, 49]"
16,"[0, 0, 28]"
14,"[0, 0, 20]"
12,"[0, 5]"
12,"[0, 5, 70]"
26,"[0, 54]"
14,"[0, 54, 69]"
26,"[0, 54, 70]"
13,"[0, 54, 25]"
15,"[0, 54, 0]"
21,"[0, 54, 54]"
13,"[0, 54, 37]"
15,"[0, 54, 55]"
19,"[0, 54, 48]"
18,"[0, 54, 6]"
15,"[0, 54, 20]"
15,"[0, 54, 28]"
13,"[0, 54, 4]"
16,"[0, 54, 49]"
12,"[0, 54, 27]"
18,"[0, 54, 17]"
18,"[0, 54, 29]"
16,"[0, 54, 33]"
14,"[0, 54, 34]"
16,"[0, 13]"
13,"[0, 13, 53]"
14,"[0, 13, 70]"
18,"[0, 53]"
16,"[0, 53, 70]"
16,"[0, 42]"
13,"[0, 42, 70]"
21,"[0, 7]"
14,"[0, 7, 4]"
15,"[0, 7, 10]"
14,"[0, 7, 56]"
15,"[0, 7, 35]"
15,"[0, 7, 58]"
21,"[0, 7, 70]"
15,"[0, 7, 34]"
16,"[0, 7, 33]"
18,"[0, 7, 28]"
16,"[0, 7, 25]"
17,"[0, 7, 48]"
16,"[0, 7, 54]"
12,"[0, 7, 0]"
15,"[0, 7, 37]"
13,"[0, 7, 60]"
12,"[0, 7, 26]"
14,"[0, 7, 55]"
15,"[0, 7, 6]"
16,"[0, 7, 49]"
15,"[0, 7, 69]"
16,"[0, 7, 17]"
15,"[0, 7, 29]"
12,"[0, 7, 20]"
13,"[0, 59]"
13,"[0, 59, 70]"
14,"[0, 18]"
14,"[0, 18, 29]"
12,"[0, 18, 6]"
12,"[0, 18, 27]"
13,"[0, 18, 70]"
12,"[0, 18, 25]"
23,"[0, 20]"
17,"[0, 20, 37]"
13,"[0, 20, 60]"
13,"[0, 20, 26]"
15,"[0, 20, 28]"
22,"[0, 20, 70]"
15,"[0, 20, 69]"
13,"[0, 20, 49]"
18,"[0, 20, 48]"
14,"[0, 20, 54]"
12,"[0, 20, 27]"
15,"[0, 20, 17]"
18,"[0, 20, 29]"
13,"[0, 20, 0]"
15,"[0, 20, 6]"
15,"[0, 20, 33]"
15,"[0, 20, 34]"
14,"[0, 20, 25]"
13,"[0, 14]"
12,"[0, 14, 70]"
16,"[0, 32]"
14,"[0, 32, 69]"
16,"[0, 32, 70]"
13,"[0, 32, 25]"
14,"[0, 32, 27]"
15,"[0, 32, 29]"
12,"[0, 32, 8]"
12,"[0, 32, 54]"
12,"[0, 32, 17]"
12,"[0, 32, 6]"
14,"[0, 32, 28]"
12,"[0, 32, 34]"
12,"[0, 32, 33]"
20,[3]
13,"[3, 1]"
12,"[3, 1, 6]"
12,"[3, 1, 70]"
16,"[3, 29]"
14,"[3, 29, 6]"
15,"[3, 29, 70]"
12,"[3, 29, 69]"
13,"[3, 29, 25]"
12,"[3, 29, 48]"
12,"[3, 29, 28]"
13,"[3, 29, 17]"
13,"[3, 29, 29]"
13,"[3, 29, 33]"
12,"[3, 29, 54]"
12,"[3, 29, 34]"
19,"[3, 6]"
16,"[3, 6, 10]"
19,"[3, 6, 70]"
14,"[3, 6, 69]"
17,"[3, 6, 56]"
17,"[3, 6, 25]"
18,"[3, 6, 48]"
17,"[3, 6, 28]"
14,"[3, 6, 17]"
15,"[3, 6, 35]"
15,"[3, 6, 58]"
15,"[3, 6, 49]"
13,"[3, 6, 55]"
15,"[3, 6, 6]"
15,"[3, 6, 7]"
15,"[3, 6, 4]"
15,"[3, 6, 34]"
16,"[3, 6, 33]"
15,"[3, 6, 54]"
13,"[3, 6, 0]"
14,"[3, 6, 37]"
15,"[3, 6, 29]"
12,"[3, 6, 27]"
13,"[3, 6, 20]"
17,"[3, 10]"
17,"[3, 10, 70]"
13,"[3, 10, 69]"
15,"[3, 10, 56]"
15,"[3, 10, 25]"
16,"[3, 10, 48]"
15,"[3, 10, 28]"
12,"[3, 10, 17]"
14,"[3, 10, 35]"
14,"[3, 10, 58]"
13,"[3, 10, 49]"
12,"[3, 10, 55]"
13,"[3, 10, 6]"
12,"[3, 10, 34]"
13,"[3, 10, 33]"
14,"[3, 10, 54]"
13,"[3, 10, 37]"
13,"[3, 10, 29]"
19,"[3, 70]"
13,"[3, 70, 69]"
17,"[3, 70, 25]"
18,"[3, 70, 48]"
18,"[3, 70, 28]"
14,"[3, 70, 17]"
18,"[3, 70, 70]"
15,"[3, 70, 49]"
13,"[3, 70, 55]"
13,"[3, 70, 6]"
15,"[3, 70, 34]"
16,"[3, 70, 33]"
15,"[3, 70, 54]"
13,"[3, 70, 0]"
14,"[3, 70, 37]"
12,"[3, 70, 27]"
15,"[3, 70, 29]"
13,"[3, 70, 20]"
14,"[3, 69]"
12,"[3, 69, 25]"
13,"[3, 69, 48]"
13,"[3, 69, 28]"
12,"[3, 69, 17]"
14,"[3, 69, 70]"
13,"[3, 69, 49]"
14,"[3, 69, 69]"
12,"[3, 69, 29]"
12,"[3, 69, 33]"
17,"[3, 56]"
15,"[3, 56, 25]"
16,"[3, 56, 48]"
16,"[3, 56, 28]"
12,"[3, 56, 17]"
17,"[3, 56, 70]"
12,"[3, 56, 35]"
13,"[3, 56, 58]"
13,"[3, 56, 49]"
13,"[3, 56, 6]"
12,"[3, 56, 69]"
13,"[3, 56, 34]"
14,"[3, 56, 33]"
13,"[3, 56, 54]"
12,"[3, 56, 56]"
12,"[3, 56, 37]"
13,"[3, 56, 29]"
17,"[3, 25]"
16,"[3, 25, 48]"
13,"[3, 25, 28]"
13,"[3, 25, 17]"
16,"[3, 25, 70]"
12,"[3, 25, 49]"
13,"[3, 25, 6]"
12,"[3, 25, 69]"
13,"[3, 25, 54]"
13,"[3, 25, 0]"
12,"[3, 25, 37]"
12,"[3, 25, 27]"
13,"[3, 25, 29]"
18,"[3, 48]"
13,"[3, 48, 28]"
13,"[3, 48, 17]"
17,"[3, 48, 70]"
13,"[3, 48, 48]"
12,"[3, 48, 55]"
13,"[3, 48, 6]"
12,"[3, 48, 69]"
13,"[3, 48, 54]"
13,"[3, 48, 0]"
14,"[3, 48, 29]"
18,"[3, 28]"
14,"[3, 28, 17]"
17,"[3, 28, 70]"
12,"[3, 28, 49]"
16,"[3, 28, 48]"
13,"[3, 28, 6]"
12,"[3, 28, 69]"
15,"[3, 28, 25]"
14,"[3, 28, 54]"
12,"[3, 28, 0]"
12,"[3, 28, 33]"
12,"[3, 28, 27]"
14,"[3, 28, 29]"
13,"[3, 28, 28]"
14,"[3, 17]"
14,"[3, 17, 70]"
12,"[3, 17, 17]"
13,"[3, 17, 6]"
13,"[3, 17, 29]"
15,"[3, 35]"
15,"[3, 35, 58]"
12,"[3, 35, 49]"
15,"[3, 35, 70]"
14,"[3, 35, 48]"
12,"[3, 35, 17]"
12,"[3, 35, 6]"
12,"[3, 35, 34]"
13,"[3, 35, 33]"
14,"[3, 35, 28]"
13,"[3, 35, 25]"
13,"[3, 35, 54]"
15,"[3, 58]"
12,"[3, 58, 49]"
15,"[3, 58, 70]"
14,"[3, 58, 48]"
12,"[3, 58, 17]"
12,"[3, 58, 6]"
13,"[3, 58, 34]"
13,"[3, 58, 33]"
14,"[3, 58, 28]"
13,"[3, 58, 25]"
13,"[3, 58, 54]"
15,"[3, 49]"
13,"[3, 49, 70]"
12,"[3, 49, 17]"
12,"[3, 49, 69]"
12,"[3, 49, 29]"
13,"[3, 55]"
15,"[3, 7]"
13,"[3, 7, 4]"
12,"[3, 7, 10]"
12,"[3, 7, 56]"
13,"[3, 7, 35]"
13,"[3, 7, 58]"
15,"[3, 7, 70]"
13,"[3, 7, 34]"
14,"[3, 7, 33]"
14,"[3, 7, 28]"
14,"[3, 7, 25]"
14,"[3, 7, 48]"
13,"[3, 7, 54]"
12,"[3, 7, 37]"
12,"[3, 7, 6]"
12,"[3, 7, 49]"
12,"[3, 7, 17]"
12,"[3, 7, 29]"
15,"[3, 4]"
15,"[3, 4, 70]"
12,"[3, 4, 48]"
12,"[3, 4, 6]"
12,"[3, 4, 29]"
15,"[3, 34]"
15,"[3, 34, 33]"
15,"[3, 34, 28]"
15,"[3, 34, 25]"
14,"[3, 34, 48]"
15,"[3, 34, 70]"
14,"[3, 34, 54]"
12,"[3, 34, 0]"
12,"[3, 34, 37]"
12,"[3, 34, 6]"
12,"[3, 34, 17]"
13,"[3, 34, 29]"
16,"[3, 33]"
13,"[3, 33, 28]"
14,"[3, 33, 25]"
14,"[3, 33, 48]"
15,"[3, 33, 70]"
14,"[3, 33, 54]"
13,"[3, 33, 0]"
12,"[3, 33, 6]"
12,"[3, 33, 17]"
12,"[3, 33, 27]"
13,"[3, 33, 29]"
15,"[3, 54]"
15,"[3, 54, 70]"
14,"[3, 54, 54]"
12,"[3, 54, 6]"
12,"[3, 54, 17]"
13,"[3, 54, 29]"
13,"[3, 0]"
12,"[3, 0, 54]"
13,"[3, 0, 70]"
14,"[3, 37]"
14,"[3, 37, 70]"
12,"[3, 37, 29]"
13,"[3, 27]"
13,"[3, 27, 70]"
12,"[3, 27, 17]"
13,"[3, 27, 29]"
13,"[3, 20]"
12,"[3, 20, 37]"
13,"[3, 20, 70]"
12,"[3, 20, 29]"
15,[1]
13,"[1, 6]"
12,"[1, 6, 70]"
14,"[1, 70]"
13,"[1, 70, 70]"
36,[29]
30,"[29, 6]"
14,"[29, 6, 8]"
24,"[29, 6, 10]"
30,"[29, 6, 70]"
22,"[29, 6, 69]"
13,"[29, 6, 12]"
16,"[29, 6, 11]"
24,"[29, 6, 56]"
17,"[29, 6, 57]"
14,"[29, 6, 62]"
24,"[29, 6, 25]"
26,"[29, 6, 48]"
27,"[29, 6, 28]"
22,"[29, 6, 17]"
23,"[29, 6, 35]"
22,"[29, 6, 58]"
22,"[29, 6, 49]"
19,"[29, 6, 55]"
22,"[29, 6, 6]"
22,"[29, 6, 4]"
12,"[29, 6, 5]"
23,"[29, 6, 54]"
14,"[29, 6, 53]"
12,"[29, 6, 42]"
19,"[29, 6, 7]"
13,"[29, 6, 59]"
22,"[29, 6, 34]"
22,"[29, 6, 33]"
17,"[29, 6, 0]"
20,"[29, 6, 37]"
17,"[29, 6, 60]"
14,"[29, 6, 26]"
22,"[29, 6, 29]"
17,"[29, 6, 27]"
19,"[29, 6, 20]"
13,"[29, 6, 50]"
12,"[29, 6, 32]"
14,"[29, 8]"
13,"[29, 8, 70]"
12,"[29, 8, 25]"
12,"[29, 8, 48]"
12,"[29, 8, 28]"
12,"[29, 8, 17]"
13,"[29, 8, 29]"
30,"[29, 10]"
29,"[29, 10, 70]"
22,"[29, 10, 69]"
15,"[29, 10, 12]"
12,"[29, 10, 51]"
16,"[29, 10, 11]"
26,"[29, 10, 56]"
16,"[29, 10, 57]"
13,"[29, 10, 62]"
24,"[29, 10, 25]"
28,"[29, 10, 48]"
27,"[29, 10, 28]"
19,"[29, 10, 17]"
25,"[29, 10, 35]"
22,"[29, 10, 58]"
19,"[29, 10, 49]"
17,"[29, 10, 55]"
21,"[29, 10, 6]"
23,"[29, 10, 34]"
23,"[29, 10, 33]"
14,"[29, 10, 26]"
13,"[29, 10, 50]"
19,"[29, 10, 37]"
15,"[29, 10, 60]"
21,"[29, 10, 29]"
16,"[29, 10, 0]"
17,"[29, 10, 4]"
23,"[29, 10, 54]"
12,"[29, 10, 13]"
14,"[29, 10, 53]"
14,"[29, 10, 42]"
18,"[29, 10, 10]"
17,"[29, 10, 20]"
16,"[29, 10, 27]"
12,"[29, 10, 14]"
13,"[29, 10, 32]"
35,"[29, 70]"
23,"[29, 70, 69]"
16,"[29, 70, 12]"
12,"[29, 70, 64]"
17,"[29, 70, 56]"
16,"[29, 70, 62]"
29,"[29, 70, 25]"
31,"[29, 70, 48]"
32,"[29, 70, 28]"
23,"[29, 70, 17]"
34,"[29, 70, 70]"
16,"[29, 70, 35]"
18,"[29, 70, 58]"
22,"[29, 70, 49]"
20,"[29, 70, 55]"
21,"[29, 70, 6]"
27,"[29, 70, 34]"
28,"[29, 70, 33]"
18,"[29, 70, 26]"
15,"[29, 70, 50]"
22,"[29, 70, 37]"
19,"[29, 70, 60]"
25,"[29, 70, 29]"
17,"[29, 70, 0]"
15,"[29, 70, 4]"
25,"[29, 70, 54]"
12,"[29, 70, 13]"
15,"[29, 70, 53]"
15,"[29, 70, 42]"
17,"[29, 70, 27]"
21,"[29, 70, 20]"
17,"[29, 70, 10]"
14,"[29, 70, 32]"
27,"[29, 69]"
17,"[29, 69, 12]"
14,"[29, 69, 51]"
17,"[29, 69, 56]"
12,"[29, 69, 62]"
18,"[29, 69, 25]"
19,"[29, 69, 48]"
20,"[29, 69, 28]"
19,"[29, 69, 17]"
27,"[29, 69, 70]"
18,"[29, 69, 49]"
13,"[29, 69, 55]"
17,"[29, 69, 6]"
23,"[29, 69, 69]"
18,"[29, 69, 29]"
14,"[29, 69, 0]"
18,"[29, 69, 54]"
16,"[29, 69, 13]"
18,"[29, 69, 53]"
16,"[29, 69, 42]"
15,"[29, 69, 27]"
18,"[29, 69, 33]"
15,"[29, 69, 37]"
13,"[29, 69, 60]"
17,"[29, 69, 34]"
13,"[29, 69, 32]"
17,"[29, 12]"
15,"[29, 12, 70]"
13,"[29, 12, 42]"
12,"[29, 12, 53]"
14,"[29, 51]"
13,"[29, 64]"
13,"[29, 64, 70]"
16,"[29, 11]"
14,"[29, 11, 56]"
12,"[29, 11, 25]"
15,"[29, 11, 48]"
13,"[29, 11, 28]"
16,"[29, 11, 70]"
14,"[29, 11, 35]"
13,"[29, 11, 58]"
14,"[29, 11, 49]"
13,"[29, 11, 55]"
13,"[29, 11, 6]"
13,"[29, 11, 54]"
29,"[29, 56]"
19,"[29, 56, 57]"
14,"[29, 56, 62]"
23,"[29, 56, 25]"
27,"[29, 56, 48]"
26,"[29, 56, 28]"
18,"[29, 56, 17]"
28,"[29, 56, 70]"
23,"[29, 56, 35]"
21,"[29, 56, 58]"
18,"[29, 56, 49]"
16,"[29, 56, 55]"
20,"[29, 56, 6]"
20,"[29, 56, 69]"
22,"[29, 56, 34]"
22,"[29, 56, 33]"
14,"[29, 56, 26]"
13,"[29, 56, 50]"
18,"[29, 56, 37]"
15,"[29, 56, 60]"
20,"[29, 56, 29]"
15,"[29, 56, 0]"
15,"[29, 56, 4]"
21,"[29, 56, 54]"
12,"[29, 56, 53]"
13,"[29, 56, 12]"
13,"[29, 56, 42]"
17,"[29, 56, 56]"
15,"[29, 56, 27]"
16,"[29, 56, 10]"
16,"[29, 56, 20]"
12,"[29, 56, 32]"
19,"[29, 57]"
13,"[29, 57, 25]"
16,"[29, 57, 48]"
16,"[29, 57, 28]"
13,"[29, 57, 17]"
19,"[29, 57, 70]"
13,"[29, 57, 35]"
13,"[29, 57, 58]"
15,"[29, 57, 49]"
12,"[29, 57, 55]"
14,"[29, 57, 6]"
14,"[29, 57, 69]"
13,"[29, 57, 29]"
13,"[29, 57, 33]"
13,"[29, 57, 34]"
14,"[29, 57, 54]"
16,"[29, 62]"
13,"[29, 62, 48]"
15,"[29, 62, 70]"
12,"[29, 62, 29]"
29,"[29, 25]"
26,"[29, 25, 48]"
21,"[29, 25, 28]"
17,"[29, 25, 17]"
27,"[29, 25, 70]"
12,"[29, 25, 58]"
12,"[29, 25, 62]"
16,"[29, 25, 49]"
13,"[29, 25, 55]"
17,"[29, 25, 6]"
19,"[29, 25, 69]"
17,"[29, 25, 37]"
17,"[29, 25, 25]"
19,"[29, 25, 29]"
16,"[29, 25, 0]"
13,"[29, 25, 4]"
20,"[29, 25, 54]"
12,"[29, 25, 53]"
13,"[29, 25, 12]"
12,"[29, 25, 42]"
17,"[29, 25, 33]"
14,"[29, 25, 27]"
16,"[29, 25, 20]"
15,"[29, 25, 34]"
12,"[29, 25, 32]"
31,"[29, 48]"
23,"[29, 48, 28]"
19,"[29, 48, 17]"
29,"[29, 48, 70]"
12,"[29, 48, 62]"
17,"[29, 48, 49]"
23,"[29, 48, 48]"
17,"[29, 48, 55]"
19,"[29, 48, 6]"
20,"[29, 48, 69]"
15,"[29, 48, 37]"
18,"[29, 48, 25]"
20,"[29, 48, 29]"
16,"[29, 48, 0]"
13,"[29, 48, 4]"
22,"[29, 48, 54]"
13,"[29, 48, 12]"
12,"[29, 48, 42]"
12,"[29, 48, 56]"
13,"[29, 48, 27]"
14,"[29, 48, 20]"
14,"[29, 48, 33]"
14,"[29, 48, 34]"
12,"[29, 48, 32]"
32,"[29, 28]"
21,"[29, 28, 17]"
30,"[29, 28, 70]"
12,"[29, 28, 35]"
12,"[29, 28, 58]"
12,"[29, 28, 62]"
17,"[29, 28, 49]"
28,"[29, 28, 48]"
16,"[29, 28, 55]"
19,"[29, 28, 6]"
20,"[29, 28, 69]"
27,"[29, 28, 25]"
15,"[29, 28, 26]"
13,"[29, 28, 50]"
17,"[29, 28, 37]"
14,"[29, 28, 60]"
21,"[29, 28, 28]"
22,"[29, 28, 29]"
17,"[29, 28, 0]"
14,"[29, 28, 4]"
24,"[29, 28, 54]"
14,"[29, 28, 53]"
14,"[29, 28, 12]"
13,"[29, 28, 42]"
13,"[29, 28, 56]"
19,"[29, 28, 33]"
15,"[29, 28, 27]"
17,"[29, 28, 20]"
13,"[29, 28, 10]"
18,"[29, 28, 34]"
14,"[29, 28, 32]"
25,"[29, 17]"
24,"[29, 17, 70]"
12,"[29, 17, 35]"
12,"[29, 17, 58]"
16,"[29, 17, 49]"
18,"[29, 17, 48]"
15,"[29, 17, 55]"
20,"[29, 17, 17]"
22,"[29, 17, 6]"
18,"[29, 17, 69]"
17,"[29, 17, 0]"
16,"[29, 17, 4]"
17,"[29, 17, 54]"
20,"[29, 17, 29]"
16,"[29, 17, 27]"
16,"[29, 17, 28]"
14,"[29, 17, 25]"
16,"[29, 17, 33]"
14,"[29, 17, 34]"
12,"[29, 17, 32]"
27,"[29, 35]"
24,"[29, 35, 58]"
13,"[29, 35, 62]"
18,"[29, 35, 49]"
27,"[29, 35, 70]"
24,"[29, 35, 48]"
15,"[29, 35, 55]"
19,"[29, 35, 17]"
17,"[29, 35, 6]"
20,"[29, 35, 69]"
13,"[29, 35, 35]"
20,"[29, 35, 34]"
20,"[29, 35, 33]"
25,"[29, 35, 28]"
21,"[29, 35, 25]"
13,"[29, 35, 26]"
12,"[29, 35, 50]"
17,"[29, 35, 37]"
13,"[29, 35, 60]"
18,"[29, 35, 29]"
13,"[29, 35, 0]"
21,"[29, 35, 54]"
12,"[29, 35, 53]"
12,"[29, 35, 12]"
12,"[29, 35, 42]"
13,"[29, 35, 59]"
12,"[29, 35, 56]"
15,"[29, 35, 20]"
13,"[29, 35, 27]"
12,"[29, 35, 32]"
24,"[29, 58]"
18,"[29, 58, 49]"
24,"[29, 58, 70]"
21,"[29, 58, 48]"
15,"[29, 58, 55]"
18,"[29, 58, 17]"
16,"[29, 58, 6]"
18,"[29, 58, 69]"
14,"[29, 58, 35]"
16,"[29, 58, 58]"
18,"[29, 58, 34]"
17,"[29, 58, 33]"
22,"[29, 58, 28]"
18,"[29, 58, 25]"
15,"[29, 58, 37]"
12,"[29, 58, 60]"
17,"[29, 58, 29]"
13,"[29, 58, 0]"
19,"[29, 58, 54]"
13,"[29, 58, 59]"
13,"[29, 58, 20]"
13,"[29, 58, 27]"
22,"[29, 49]"
19,"[29, 49, 70]"
13,"[29, 49, 49]"
16,"[29, 49, 48]"
15,"[29, 49, 55]"
15,"[29, 49, 17]"
13,"[29, 49, 6]"
13,"[29, 49, 69]"
14,"[29, 49, 29]"
13,"[29, 49, 0]"
14,"[29, 49, 54]"
20,"[29, 55]"
13,"[29, 55, 17]"
12,"[29, 55, 6]"
14,"[29, 55, 70]"
12,"[29, 55, 0]"
13,"[29, 55, 29]"
12,"[29, 21]"
12,"[29, 21, 70]"
25,"[29, 4]"
17,"[29, 4, 10]"
17,"[29, 4, 56]"
15,"[29, 4, 35]"
12,"[29, 4, 58]"
24,"[29, 4, 70]"
14,"[29, 4, 34]"
16,"[29, 4, 33]"
17,"[29, 4, 28]"
17,"[29, 4, 25]"
20,"[29, 4, 48]"
12,"[29, 4, 26]"
14,"[29, 4, 37]"
20,"[29, 4, 29]"
14,"[29, 4, 69]"
14,"[29, 4, 17]"
15,"[29, 4, 0]"
14,"[29, 4, 4]"
12,"[29, 4, 5]"
16,"[29, 4, 6]"
14,"[29, 4, 55]"
17,"[29, 4, 54]"
14,"[29, 4, 20]"
13,"[29, 4, 49]"
12,"[29, 4, 27]"
27,"[29, 34]"
24,"[29, 34, 33]"
27,"[29, 34, 28]"
24,"[29, 34, 25]"
26,"[29, 34, 48]"
27,"[29, 34, 70]"
16,"[29, 34, 26]"
14,"[29, 34, 50]"
19,"[29, 34, 37]"
15,"[29, 34, 60]"
18,"[29, 34, 29]"
19,"[29, 34, 69]"
18,"[29, 34, 17]"
15,"[29, 34, 0]"
13,"[29, 34, 4]"
18,"[29, 34, 6]"
13,"[29, 34, 55]"
22,"[29, 34, 54]"
13,"[29, 34, 53]"
13,"[29, 34, 12]"
12,"[29, 34, 42]"
12,"[29, 34, 56]"
18,"[29, 34, 20]"
16,"[29, 34, 49]"
12,"[29, 34, 10]"
13,"[29, 34, 27]"
17,"[29, 34, 34]"
13,"[29, 34, 32]"
28,"[29, 33]"
24,"[29, 33, 28]"
24,"[29, 33, 25]"
25,"[29, 33, 48]"
27,"[29, 33, 70]"
13,"[29, 33, 26]"
13,"[29, 33, 50]"
17,"[29, 33, 37]"
12,"[29, 33, 60]"
21,"[29, 33, 29]"
19,"[29, 33, 69]"
18,"[29, 33, 17]"
17,"[29, 33, 0]"
14,"[29, 33, 4]"
16,"[29, 33, 6]"
12,"[29, 33, 55]"
21,"[29, 33, 54]"
13,"[29, 33, 53]"
14,"[29, 33, 12]"
13,"[29, 33, 42]"
12,"[29, 33, 56]"
12,"[29, 33, 58]"
15,"[29, 33, 27]"
18,"[29, 33, 20]"
12,"[29, 33, 35]"
14,"[29, 33, 49]"
12,"[29, 33, 10]"
15,"[29, 33, 33]"
16,"[29, 33, 34]"
13,"[29, 33, 32]"
18,"[29, 26]"
13,"[29, 26, 50]"
15,"[29, 26, 48]"
13,"[29, 26, 29]"
18,"[29, 26, 70]"
13,"[29, 26, 6]"
12,"[29, 26, 54]"
15,"[29, 50]"
12,"[29, 50, 48]"
12,"[29, 50, 29]"
15,"[29, 50, 70]"
13,"[29, 50, 54]"
22,"[29, 37]"
17,"[29, 37, 60]"
18,"[29, 37, 48]"
14,"[29, 37, 25]"
14,"[29, 37, 28]"
16,"[29, 37, 29]"
12,"[29, 37, 69]"
15,"[29, 37, 17]"
12,"[29, 37, 0]"
12,"[29, 37, 4]"
22,"[29, 37, 70]"
15,"[29, 37, 6]"
13,"[29, 37, 55]"
15,"[29, 37, 54]"
12,"[29, 37, 26]"
13,"[29, 37, 49]"
12,"[29, 37, 27]"
14,"[29, 37, 33]"
13,"[29, 37, 34]"
19,"[29, 60]"
15,"[29, 60, 48]"
13,"[29, 60, 28]"
14,"[29, 60, 29]"
13,"[29, 60, 17]"
19,"[29, 60, 70]"
14,"[29, 60, 6]"
12,"[29, 60, 55]"
12,"[29, 60, 54]"
25,"[29, 29]"
14,"[29, 29, 69]"
19,"[29, 29, 29]"
